Valle,Evalle,Cepa,Ecepa,Cosecha,Ecosecha,Dp (mg/L),Cy (mg/L),Pt (mg/L),Pe (mg/L),Mv (mg/L),Peac (mg/L),Mvac (mg/L),Pecu (mg/L),Mvcu (mg/L),logDp (mg/L),logCy (mg/L),logPt (mg/L),logPe (mg/L),logMv (mg/L),logPeac (mg/L),logMvac (mg/L),logPecu (mg/L),logMvcu (mg/L),log Dp %,log Cy %,log Pt %,log Pe %,log Mv %,log Peac %,log Mvac %,log Pecu %,log Mvcu %,F1(1),F1(2),F1(3),F2(1),F2(2),F2(3),F2(4),F3(1),F3(2),F3(3),F3(4),F3(5),F3(6),F3(7)
Maipo,2,Cs,1,2004,4,10.08149992,1.084269926,10.44744008,6.437043206,95.26488176,2.077391703,30.95549275,0.746918837,7.122778615,2.310702053,0.080906881,2.34635698,1.862069305,4.556661241,0.73,3.432550455,-0.291798752,1.963297904,1.81467915,-0.415116022,1.850334077,1.366046402,4.060638338,0.235090215,2.936527552,-0.787821655,1.467275001,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,16.11182961,1.340027513,16.14765251,9.052704966,142.5961407,2.460110987,40.30150011,0.826200882,9.714577153,2.779553761,0.292690146,2.781774684,2.203063604,4.960016444,0.90,3.696388692,-0.190917336,2.273627557,1.910141894,-0.576721721,1.912362817,1.333651738,4.090604577,0.030794599,2.826976825,-1.060329204,1.40421569,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,10.31186891,0.378629783,13.06635847,4.916244771,180.9730392,2.094713595,69.32917209,0.925032052,15.27593371,2.333295553,-0.971196377,2.570040871,1.592544981,5.198348065,0.74,4.238865771,-0.077926891,2.72627863,1.243821583,-2.060670347,1.480566902,0.503071011,4.108874096,-0.350057135,3.149391801,-1.167400862,1.63680466,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,19.43218634,1.413460729,18.23378471,9.315125539,140.6008946,2.832030994,42.26318794,1.198326767,11.52930497,2.966930781,0.346041115,2.903276176,2.231639481,4.945925342,1.04,3.743916446,0.180926223,2.444892052,2.063448518,-0.557441148,1.999793913,1.328157218,4.042443079,0.137511857,2.840434183,-0.72255604,1.541409789,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,8.97108339,0.549518524,9.971963054,4.588532552,99.38985953,1.701719088,34.87266398,0.57486033,7.567860452,2.194006448,-0.598712795,2.299777461,1.523560268,4.599050092,0.53,3.551703255,-0.553628172,2.023910392,1.674093871,-1.118625372,1.779864883,1.00364769,4.079137514,0.011726391,3.031790678,-1.07354075,1.503997815,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,12.52342807,0.913877165,13.40497291,7.299993449,135.469282,2.636652037,43.4590348,0.842783481,10.24001722,2.527601136,-0.090059109,2.595625751,1.987873451,4.908744914,0.97,3.771818766,-0.171045197,2.326303301,1.708746661,-0.908913583,1.776771276,1.169018976,4.089890439,0.15065547,2.952964291,-0.989899672,1.507448827,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,11.16813745,0.411495522,15.69758748,3.303048877,145.4698996,1.603533628,68.43504057,0.699201752,21.5581514,2.413064853,-0.887957141,2.753507037,1.194845944,4.97996919,0.47,4.225884982,-0.357815949,3.070754,1.425957488,-1.875064506,1.766399671,0.207738579,3.992861824,-0.514897654,3.238777617,-1.344923314,2.083646635,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,8.177350527,0.395235778,10.53243527,2.532514809,84.74874367,1.079197821,34.7804724,0.451941343,10.66717824,2.101368202,-0.928272786,2.354459569,0.929212805,4.439690922,0.08,3.549056091,-0.79420288,2.367171573,1.673717231,-1.355923757,1.926808598,0.501561834,4.012039951,-0.351432964,3.121405121,-1.22185385,1.939520603,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,11.4766468,1.013999757,12.15113374,6.960752019,113.4898043,1.813230519,32.63525768,0.682675301,8.548676293,2.440314258,0.013902666,2.497422477,1.940287517,4.731713003,0.60,3.485393228,-0.381735934,2.145776451,1.804943571,-0.621468021,1.862051791,1.304916831,4.096342317,-0.040260615,2.850022542,-1.01710662,1.510405765,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,12.39156271,0.601671361,13.86791941,5.305112344,137.0489336,1.907775667,47.68977812,0.716785671,11.59830244,2.517015814,-0.508043895,2.629578217,1.668670949,4.920338042,0.65,3.86471708,-0.332978408,2.450858746,1.679215017,-1.345844691,1.791777419,0.830870152,4.082537245,-0.191862806,3.026916282,-1.170779205,1.613057948,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,14.46364836,1.559756314,13.99616317,8.026202753,101.1949204,2.668666186,31.67787458,0.909048372,8.546505208,2.671638492,0.4445296,2.638783233,2.082711534,4.617048562,0.98,3.455618474,-0.095356972,2.145522452,2.067088753,-0.160020139,2.034233493,1.478161794,4.012498823,0.377029053,2.851068735,-0.699906711,1.540972712,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,11.48478837,0.732161072,12.24153324,5.244415538,119.578248,2.236348834,43.64126559,0.761676602,9.023984877,2.441023409,-0.311754746,2.504834534,1.657163803,4.783970952,0.80,3.776003161,-0.27223322,2.199886019,1.723454764,-1.02932339,1.787265889,0.939595159,4.066402307,0.087275906,3.058434517,-0.989801865,1.482317374,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,9.590179582,0.645691987,10.05960191,4.969108826,90.57587101,1.582842812,27.98398825,0.660824077,7.767647086,2.260739615,-0.437432689,2.308527592,1.603240513,4.506187853,0.46,3.331632498,-0.414267621,2.049967298,1.83002429,-0.868148015,1.877812267,1.172525189,4.075472528,0.028507153,2.900917174,-0.844982947,1.619251973,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,14.72998063,0.840771484,16.1003659,7.848295417,172.2130565,2.657951132,61.33011726,0.963624964,13.96326,2.689884915,-0.173435375,2.778841998,2.060296364,5.148732411,0.98,4.116271032,-0.037053102,2.636429594,1.622944173,-1.240376118,1.711901256,0.993355621,4.081791668,-0.089385168,3.049330289,-1.103993844,1.569488852,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,20.3317175,1.628575974,19.27486688,10.77781937,161.6580354,2.858439626,46.6553215,0.976361373,10.52141607,3.012182105,0.487705997,2.958802013,2.37749026,5.085483212,1.05,3.842786994,-0.023922502,2.353412806,2.00173621,-0.522739897,1.948356119,1.367044366,4.075037317,0.039829996,2.832341099,-1.034368396,1.342966911,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,9.381549519,0.870296372,8.902937516,4.703291253,69.77065104,1.116742623,17.89059415,0.335189362,3.951319028,2.238744943,-0.138921468,2.18638128,1.54826253,4.245213449,0.11,2.884275108,-1.093059647,1.374049454,2.082403201,-0.29526321,2.030039538,1.391920788,4.088871707,-0.045925666,2.727933366,-1.24940139,1.217707712,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,17.39895563,1.567645215,17.4346756,9.186385798,137.9310213,2.75069952,43.23190372,0.910367868,10.51017696,2.856410183,0.44957463,2.858461074,2.217722583,4.926753715,1.01,3.766578735,-0.093906511,2.352344022,1.977107839,-0.429727714,1.979158729,1.338420239,4.04745137,0.132552906,2.88727639,-0.973208855,1.473041678,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,12.42435359,0.799371134,12.39838479,5.094601297,104.0763062,1.678398637,30.63189811,0.695711171,6.636258995,2.519658546,-0.223929943,2.517566205,1.62818141,4.645124344,0.52,3.422041888,-0.362820689,1.8925484,1.963274925,-0.780313564,1.961182584,1.071797789,4.088740722,-0.038543474,2.865658267,-0.91920431,1.33616478,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,16.0741304,2.534133765,15.36701167,12.45538981,115.5075426,3.11246596,33.62804724,1.336167286,9.034582955,2.777211172,0.929851869,2.732223112,2.522153446,4.749335832,1.14,3.515360458,0.289805281,2.201059764,2.039810427,0.192451124,1.994822368,1.784752701,4.011935087,0.39801458,2.777959713,-0.447595464,1.463659019,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,14.21028645,0.823533816,15.52798548,6.244284524,155.5720997,2.023226869,48.33765055,0.681318373,10.73672784,2.6539661,-0.194150666,2.742643911,1.831666569,5.047109288,0.70,3.878210771,-0.383725574,2.373670372,1.721183653,-1.126933114,1.809861463,0.898884122,4.114326841,-0.22808875,2.945428324,-1.316508021,1.440887925,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,17.19976792,1.449480156,16.81111558,10.57743381,152.7228872,3.555058535,49.25920138,1.381521444,12.01344763,2.844895891,0.371204979,2.822040309,2.358722846,5.028625084,1.27,3.89709618,0.323185388,2.486026658,1.870449791,-0.603241121,1.847594209,1.384276746,4.054178984,0.293925429,2.92265008,-0.651260712,1.511580558,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,19.14839181,1.517822551,18.36274904,9.615989294,134.8401632,2.812341497,41.17120692,0.943027728,9.135982931,2.952218734,0.417276776,2.910324104,2.263427264,4.904090101,1.03,3.717739151,-0.058659593,2.212220785,2.087020579,-0.447921378,2.04512595,1.39822911,4.038891947,0.168819255,2.852540997,-0.923857747,1.34702263,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,13.15614969,1.460438522,12.95089791,7.662845432,108.0838582,1.785698912,26.65318785,0.606228769,6.124023246,2.576889306,0.378736748,2.561165122,2.036383381,4.682907391,0.58,3.282908763,-0.500497858,1.812219274,1.997564293,-0.200588265,1.981840109,1.457058368,4.103582377,0.000484873,2.703583749,-1.079822871,1.232894261,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,11.88525066,1.567401903,12.23849184,8.435396176,103.1449387,2.342666504,32.39193704,0.919351669,7.300264835,2.475298191,0.44941941,2.504586054,2.132436683,4.636135171,0.85,3.477909535,-0.084086565,1.987910626,1.886258426,-0.139620354,1.91554629,1.543396919,4.047095406,0.262250048,2.888869771,-0.673126329,1.398870862,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cs,1,2004,4,13.93900373,0.837402559,15.44528772,6.742033895,146.2678951,2.262897837,46.76338914,0.879149159,10.48242076,2.634690934,-0.17745037,2.737303955,1.908361644,4.985439838,0.82,3.845100613,-0.128800704,2.349699641,1.744253621,-1.067887683,1.846866641,1.017924331,4.095002525,-0.073791092,2.9546633,-1.019238017,1.459262327,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,23.07961894,4.845108975,20.66087087,15.29960041,97.84669518,2.567027578,24.75467672,2.110907832,10.12282541,3.138949931,1.577969737,3.028241615,2.727826711,4.583401919,0.94,3.20901443,0.747118107,2.314792816,2.439386718,0.878406524,2.328678402,2.028263498,3.883838706,0.243185432,2.509451216,0.047554894,1.615229602,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,10.26745524,1.329892662,12.42679606,10.80947791,100.6007917,3.72173612,35.56116003,2.556962914,14.81105943,2.328979207,0.285098234,2.519855114,2.380423334,4.611160127,1.31,3.571254032,0.938820192,2.69537416,1.676209683,-0.367671291,1.867085588,1.727653808,3.958390602,0.661420733,2.918484507,0.286050667,2.042604636,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,5.200114169,0.199232237,7.707128085,2.874778914,71.32333262,0.645959629,17.64179901,0.43878569,8.979187527,1.648680581,-1.613284115,2.042145626,1.055975772,4.26722352,-0.44,2.87027103,-0.823744163,2.194909402,1.508828922,-1.753135774,1.902293967,0.916124113,4.127371861,-0.57686993,2.730419371,-0.963595823,2.055057743,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,11.60927016,1.562984868,13.13988527,7.825952891,84.35349386,2.099720192,21.87368401,1.321348693,9.979178169,2.451803931,0.44659737,2.575652282,2.057445504,4.435016229,0.74,3.085284271,0.278652952,2.300500739,2.021545284,0.016338724,2.145393635,1.627186858,4.004757583,0.311545448,2.655025625,-0.151605694,1.870242093,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,24.0680944,5.480282428,20.77791295,15.41236115,99.45552551,2.540871616,23.58394707,1.735656332,9.231449854,3.18088708,1.701156638,3.033890545,2.73516986,4.599710564,0.93,3.160566272,0.551385631,2.222616117,2.476374227,0.996643785,2.329377693,2.030657007,3.895197712,0.227994326,2.456053419,-0.153127221,1.518103264,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,12.371162,1.996336294,14.461627,12.60772607,118.8180921,3.962389691,36.84790706,2.709954239,15.41590788,2.515368119,0.691313648,2.671498728,2.534309806,4.777593686,1.38,3.606798821,0.996931749,2.735399955,1.730594342,-0.093460129,1.886724951,1.74953603,3.992819909,0.592073524,2.822025044,0.212157972,1.950626179,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,6.697596833,0.31517233,9.51248374,3.546505208,90.28800569,0.817633517,20.06712116,0.612311551,10.68427086,1.90174878,-1.15463571,2.252605014,1.26596267,4.503004624,-0.20,2.999082713,-0.490514056,2.368772647,1.547288581,-1.50909591,1.898144814,0.911502471,4.148544425,-0.555801265,2.644622513,-0.844974256,2.014312448,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2002,2,13.26209304,2.082786663,14.22724338,8.533796873,91.90614735,2.208461618,22.69970709,1.378901169,9.916642492,2.584909818,0.733706739,2.655158674,2.144034382,4.520767919,0.79,3.122352021,0.321286928,2.294214406,2.076793183,0.225590103,2.147042038,1.635917747,4.012651283,0.284179537,2.614235385,-0.186829708,1.78609777,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2003,3,18.31175193,2.281473718,21.78203053,13.21727697,173.6564725,3.648387127,46.70222443,2.688336967,25.12072919,2.907543036,0.824821602,3.081085342,2.581524835,5.157079052,1.29,3.843791796,0.988922775,3.223693369,1.784535143,-0.298186291,1.958077449,1.458516943,4.034071159,0.171277294,2.720783903,-0.134085118,2.100685477,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2003,3,18.44577902,2.236746554,22.1003659,13.13591274,174.8768377,3.627186292,47.0242469,2.684972721,25.30403148,2.914835565,0.805022379,3.095594165,2.57534991,5.164081942,1.29,3.85066336,0.987670568,3.23096373,1.785254209,-0.324558977,1.966012809,1.445768554,4.034500586,0.158875866,2.721082004,-0.141910788,2.101382374,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2003,3,18.58410616,1.893920961,23.87834904,11.55782386,199.5765308,3.9808252,58.38569049,2.869369917,30.55414612,2.922306708,0.638649263,3.17297215,2.447362598,5.296197776,1.38,4.067070834,1.054092465,3.419500392,1.665891097,-0.617766348,1.91655654,1.190946987,4.039782165,0.125073523,2.810655223,-0.202323146,2.163084781,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2003,3,32.77956466,1.918860367,39.70589749,12.6812903,281.340355,3.854289297,75.24723701,2.783822607,40.48718873,3.489805293,0.651731451,3.681499728,2.540127703,5.639565164,1.35,4.320779185,1.023825022,3.700985596,1.898941811,-0.939132031,2.090636246,0.949264221,4.048701682,-0.241676851,2.729915704,-0.56703846,2.110122114,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2003,3,70.4900991,13.93931255,56.51120168,42.07355487,180.8452072,8.520789077,40.21809113,5.7809637,18.49738908,4.255472262,2.634713089,4.034438878,3.739419393,5.197641457,2.14,3.694316923,1.754570399,2.917629591,2.780991653,1.160232481,2.55995827,2.264938784,3.723160848,0.668028343,2.219836314,0.28008979,1.443148983,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2003,3,54.17026175,9.820221039,43.6375317,29.39144106,171.383992,6.016255065,42.29205308,3.999054829,17.79521613,3.992132082,2.284443631,3.775917599,3.380703512,5.143906606,1.79,3.744599198,1.38605804,2.878929664,2.661070272,0.953381822,2.44485579,2.049641702,3.812844797,0.463403174,2.413537389,0.054996231,1.547867855,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2003,3,32.54317371,4.00259688,35.98913522,23.84494521,232.7898492,7.146318981,68.52677828,5.51672765,33.83539056,3.48256763,1.38694337,3.583217093,3.171572254,5.450136112,1.97,4.227224593,1.707784867,3.521507313,1.99147435,-0.104149909,2.092123814,1.680478974,3.959042832,0.475504117,2.736131313,0.216691588,2.030414033,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Mt,2,2004,4,24.74294163,3.869585154,24.0906007,14.29527695,106.7083212,3.754901319,28.75018014,3.220828381,16.0891689,3.208540262,1.353147306,3.181821752,2.659929199,4.670099142,1.32,3.358644033,1.169638588,2.778146306,2.3952936,0.539900644,2.36857509,1.846682538,3.856852481,0.509815343,2.545397371,0.356391926,1.964899645,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Mt,2,2004,4,16.3986281,0.629259117,24.40570284,7.150258752,223.9849989,2.508497179,64.32544287,2.662536614,46.52765794,2.797197679,-0.463212156,3.194816828,1.967148545,5.41157908,0.92,4.163955243,0.979279283,3.84004693,1.439835387,-1.820574448,1.837454536,0.609786253,4.054216789,-0.437678452,2.806592951,-0.378083009,2.482684638,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Mt,2,2004,4,52.76075015,8.000729934,50.36027382,27.6456452,183.4337117,5.14877081,33.29140737,3.432097437,14.61450135,3.965767546,2.079532779,3.919202646,3.319468218,5.211853358,1.64,3.505299327,1.233171572,2.682014279,2.634225381,0.747990615,2.587660482,1.987926053,3.880311193,0.307215844,2.173757162,-0.098370593,1.350472114,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Mt,2,2004,4,18.74115423,2.32710862,22.96898249,18.49518524,181.0629708,5.349151686,51.81574785,2.844514734,20.10914383,2.930721867,0.844626561,3.134144718,2.917510441,5.198844876,1.68,3.947694116,1.045392485,3.001174629,1.756031768,-0.330063538,1.95945462,1.742820342,4.024154777,0.502247886,2.773004017,-0.129297614,1.826484529,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Mt,2,2004,4,35.65548994,5.343359006,32.1285245,22.81269711,131.5907645,5.279059321,29.60103969,4.471162934,14.60494671,3.573903131,1.675854483,3.469744249,3.127317272,4.879696838,1.66,3.387809485,1.497648539,2.681360287,2.538986896,0.640938248,2.434828015,2.092401037,3.844780603,0.628831688,2.352893251,0.462732305,1.646444052,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Mt,2,2004,4,36.34132361,6.025552363,31.17833781,19.47952442,123.708602,4.670575244,29.85559008,2.950401932,13.05758055,3.592955485,1.796009154,3.439723553,2.969363884,4.817928816,1.54,3.396372095,1.081941409,2.56936885,2.609875687,0.812929355,2.456643754,1.986284086,3.834849017,0.558202444,2.413292296,0.09886161,1.586289052,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Mt,2,2004,4,37.12673242,5.691776079,33.41105101,23.89377591,138.7963485,5.691598274,31.87218671,4.364784436,15.77323389,3.614337261,1.73902234,3.508886714,3.173618003,4.93300774,1.74,3.46173374,1.473568803,2.758314446,2.527050575,0.651735654,2.421600028,2.086331317,3.845721054,0.651704414,2.374447053,0.386282117,1.67102776,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Maipo,2,Cm,3,2002,2,19.89556331,0.954230341,24.68683031,10.16769762,159.0212336,2.024307733,39.98273426,2.614141064,18.75560318,2.990496758,-0.046850189,3.206269916,2.319215795,5.069037738,0.71,3.688447717,0.960935579,2.931492544,1.967677763,-1.069669184,2.183450921,1.296396801,4.046218743,-0.317591213,2.665628723,-0.061883416,1.908673549,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2002,2,22.97886935,1.389742558,27.2032585,8.508375523,214.6290111,1.686970681,45.47092898,1.368504291,27.05609261,3.13457507,0.32911852,3.303336764,2.141051034,5.368911008,0.52,3.817073198,0.313718385,3.297912215,1.880978867,-0.924477683,2.049740561,0.887454831,4.115314805,-0.730661779,2.563476995,-0.939877818,2.044316012,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2002,2,34.12504796,1.511468384,35.33039332,10.03101283,241.6074874,2.940196895,52.39816955,0.920306198,16.91161718,3.530031659,0.413081618,3.564743594,2.305681577,5.487314456,1.08,3.958871658,-0.08304884,2.828000793,2.154354209,-0.962595832,2.189066144,0.930004127,4.111637007,-0.2972009,2.583194208,-1.458726291,1.452323343,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2002,2,18.42082557,0.624832723,20.0432439,7.379420545,124.9666523,1.417367746,25.97025052,1.190606313,16.71451633,2.913481849,-0.470271308,2.997892134,1.998695119,4.82804692,0.35,3.256951672,0.174462684,2.816277583,2.140010235,-1.243742922,2.22442052,1.225223504,4.054575306,-0.424670163,2.483480058,-0.59900893,2.042805968,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2002,2,7.885325522,0.309257994,10.25715663,3.827726256,87.73917967,0.862982996,19.65669714,0.629670875,10.30558493,2.065003503,-1.173579418,2.32797567,1.34227096,4.474368546,-0.15,2.978418102,-0.462558017,2.332685974,1.718060689,-1.520522232,1.981032855,0.995328146,4.127425732,-0.494303105,2.631475288,-0.809500831,1.98574316,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,54.80127083,4.172409437,55.93658934,21.95662976,303.8001291,4.878966676,61.32288343,5.125422285,47.18537512,4.003713384,1.428493672,4.024218716,3.089069133,5.716370015,1.58,4.116153076,1.634212919,3.854083995,2.282412725,-0.292806988,2.302918056,1.367768474,3.995069356,-0.136367209,2.394852416,-0.087087741,2.132783336,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,9.182605115,0.588462366,15.39464622,5.208920166,210.4732404,1.639066433,45.7567168,1.742628136,34.06345745,2.217310946,-0.530242303,2.734019801,1.650372572,5.349358521,0.49,3.823338596,0.555394397,3.528225181,1.0415841,-1.705969149,1.558292955,0.474645726,4.173631675,-0.681600014,2.64761175,-0.620332449,2.352498335,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,16.79189399,1.143455394,20.26602813,6.838857747,159.679938,1.804153136,34.91785905,1.563799025,21.62607268,2.820896269,0.134054725,3.008945993,1.922620722,5.073171424,0.59,3.552998419,0.447118133,3.073899655,1.847726058,-0.839115486,2.035775781,0.94945051,4.100001213,-0.383078907,2.579828207,-0.526052079,2.100729443,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,19.26023545,1.026913971,23.99955081,6.23112232,184.8890313,1.989369169,39.4941886,1.23227337,21.04234084,2.958042631,0.02655816,3.178035114,1.829556464,5.219755814,0.69,3.676153537,0.208860732,3.046536638,1.86221747,-1.069267001,2.082209953,0.733731303,4.123930653,-0.408007573,2.580328376,-0.88696443,1.950711477,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,18.56331708,1.034629746,26.51126718,9.323239035,272.826856,2.477161493,65.91160782,2.571790865,49.18011117,2.921187433,0.034043629,3.277569819,2.232510104,5.608837367,0.91,4.188314569,0.944602491,3.895489297,1.420671972,-1.466471832,1.777054358,0.731994643,4.108321905,-0.593402116,2.687799108,-0.555912971,2.394973836,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,21.72158171,1.426477882,24.51191757,7.722026221,176.4762772,1.502564127,31.63204316,1.196689095,19.43840949,3.078306315,0.355208386,3.199159431,2.044076793,5.173186461,0.41,3.454170631,0.179558656,2.967250979,2.028786284,-0.694311645,2.1496394,0.994556762,4.123666429,-0.642346965,2.4046506,-0.869961375,1.917730948,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,21.81096117,1.257002218,25.58544905,7.19351669,180.3756586,1.619526666,33.53054492,1.172259707,20.05782386,3.082412649,0.228729694,3.242023793,1.973180161,5.195041668,0.48,3.512456812,0.15893326,2.998619295,2.008766973,-0.844915983,2.168378117,0.899534484,4.121395992,-0.591511752,2.438811135,-0.914712417,1.924973618,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,20.94824956,1.361059901,25.44113271,8.352988518,177.1596075,2.236320759,36.75106917,1.53131229,20.76968248,3.04205509,0.308263735,3.236367262,2.122619381,5.177051064,0.80,3.604167318,0.426125074,3.03349435,1.961771677,-0.772019677,2.156083849,1.042335968,4.096767651,-0.275451416,2.523883905,-0.654158339,1.953210938,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,13.69592173,0.651929178,17.80435902,4.951492153,155.1091766,1.340705977,35.24150984,1.025650624,19.10346344,2.617098105,-0.427819346,2.879443316,1.599688976,5.044129234,0.29,3.562224645,0.025327166,2.949869651,1.705119824,-1.339797627,1.967465035,0.687710695,4.132150953,-0.618781957,2.650246364,-0.886651115,2.03789137,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,38.66285947,2.447140625,44.58973975,18.51304055,299.6249871,4.225746077,52.23609616,4.594582581,47.10596674,3.654879436,0.894920251,3.797503782,2.918475378,5.70253165,1.44,3.955773753,1.52487791,3.852399675,2.021724686,-0.738234499,2.164349032,1.285320629,4.0693769,-0.191958918,2.322619004,-0.10827684,2.219244926,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,50.19380679,3.243245772,54.4920222,17.68001759,305.1140288,4.504861547,76.45755622,2.796413966,41.45371003,3.915891648,1.17657461,3.998054309,2.872435052,5.720685572,1.51,4.336735766,1.02833787,3.724577384,2.200409261,-0.538907777,2.282571922,1.156952665,4.005203184,-0.21032523,2.621253379,-0.687144517,2.009094996,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,48.96946911,2.967794009,58.38686493,21.61092655,318.8460074,6.524284337,90.18601147,5.269757344,48.63358257,3.891197025,1.087818919,4.067090949,3.073199046,5.764708251,1.88,4.501874332,1.661984317,3.884314292,2.097115757,-0.706262349,2.273009681,1.279117778,3.970626983,0.081449999,2.707793064,-0.132096951,2.090233024,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Maipo,2,Cm,3,2003,3,42.72760834,2.651489346,50.17897884,17.96926323,300.6948643,4.783247083,77.31769434,4.421602298,43.87903686,3.754845277,0.975121499,3.915596191,2.8886627,5.706096011,1.57,4.347922834,1.486502141,3.781436686,2.05992021,-0.719803567,2.220671124,1.193737633,4.011170944,-0.129805445,2.652997767,-0.208422926,2.086511619,0,0,1,0,0,1,0,0,1,0,0,0,0,0
