j,var1,var2,y1,y2,f
1,1,2,1.4141414141414144,-3.757575757575758,5.725913004418758e-5
1,1,2,1.4949494949494948,-3.757575757575758,5.472342465830796e-5
1,1,2,1.5757575757575761,-3.757575757575758,5.2289889245198995e-5
1,1,2,1.6565656565656566,-3.757575757575758,4.996248095178432e-5
1,1,2,1.737373737373737,-3.757575757575758,4.7744196512999696e-5
1,1,2,1.8181818181818183,-3.757575757575758,4.563708685928832e-5
1,1,2,1.8989898989898988,-3.757575757575758,4.3642141308552357e-5
1,1,2,1.9797979797979801,-3.757575757575758,4.175913653994744e-5
1,1,2,2.0606060606060606,-3.757575757575758,3.998651948790709e-5
1,1,2,2.141414141414141,-3.757575757575758,3.832136190666199e-5
1,1,2,2.2222222222222223,-3.757575757575758,3.675939928114981e-5
1,1,2,2.3030303030303028,-3.757575757575758,3.529515125283195e-5
1,1,2,2.383838383838384,-3.757575757575758,3.3922112458639275e-5
1,1,2,2.4646464646464645,-3.757575757575758,3.263299767059007e-5
1,1,2,2.545454545454546,-3.757575757575758,3.14200207164695e-5
1,1,2,2.6262626262626263,-3.757575757575758,3.0275182610692803e-5
1,1,2,2.7070707070707067,-3.757575757575758,2.919054219974367e-5
1,1,2,2.787878787878788,-3.757575757575758,2.8158444387023802e-5
1,1,2,2.8686868686868685,-3.757575757575758,2.7171687632255154e-5
1,1,2,2.94949494949495,-3.757575757575758,2.6223623231387518e-5
1,1,2,3.0303030303030303,-3.757575757575758,2.5308191626015154e-5
1,1,2,3.1111111111111107,-3.757575757575758,2.4419912590214878e-5
1,1,2,3.191919191919192,-3.757575757575758,2.3553853671475773e-5
1,1,2,3.2727272727272725,-3.757575757575758,2.2705602813133066e-5
1,1,2,3.353535353535354,-3.757575757575758,2.187126628270176e-5
1,1,2,3.4343434343434343,-3.757575757575758,2.1047503097169264e-5
1,1,2,3.5151515151515156,-3.757575757575758,2.023159454869072e-5
1,1,2,3.595959595959596,-3.757575757575758,1.942153528183518e-5
1,1,2,3.6767676767676765,-3.757575757575758,1.861612359558134e-5
1,1,2,3.757575757575758,-3.757575757575758,1.7815025320062363e-5
1,1,2,3.8383838383838382,-3.757575757575758,1.701878848355925e-5
1,1,2,3.9191919191919196,-3.757575757575758,1.622879427558028e-5
