x1,x2,x3,x4,x5,x6,x7,x8
-603.4403328749835,-576.2173879419839,-579.8060659310066,-563.1805050398156,-548.5199978323526,-535.7098524934559,-546.1383217553121,-517.7148810947504
-584.1434380705366,-554.338905385789,-570.4444567418986,-539.8985954728795,-540.4128732132332,-516.9831599575732,-522.024815534268,-492.01567734859435
-596.5215290767974,-558.3711570173496,-574.0306062947815,-551.3897859219086,-546.1807520871994,-535.1764165186288,-535.1411229597367,-504.2724545682337
-595.6308153357442,-566.2397428801276,-575.0721930908754,-552.7171466955459,-545.7644623316694,-527.5221361815461,-535.9579668252929,-509.7077406003557
-589.2826310740653,-557.2915400137055,-573.8537405760432,-540.5917611031767,-540.4325591084512,-515.9926042278341,-527.6143793019955,-489.8916522148217
-596.7245263729951,-557.8930627368508,-578.0516801153975,-549.2299891812966,-542.27236946316,-516.7615292604053,-521.4528386184111,-507.1159066578433
-594.0461160333956,-560.4987640161216,-575.1691789850421,-541.491449877771,-545.5115090558627,-517.1623744904174,-525.8683561915726,-496.22024289696486
-599.0908227884526,-572.7534048109585,-584.9702739712907,-554.8403391033823,-547.03017379452,-528.7762580894912,-546.5214615326552,-507.8269567206347
-596.8467529029898,-566.8558128771448,-582.222232696636,-557.4340237982044,-551.7521880229523,-526.6664482085337,-535.2720930205077,-508.25656715378756
-606.1162907881417,-593.5181160804304,-599.6352151155921,-575.7265144044933,-565.1682999003615,-557.0431609701603,-560.0620591110886,-539.9678385905123
-597.4240182139147,-561.1515639623121,-575.9476764304044,-549.3371552490427,-544.520520061789,-527.2454477300715,-534.7925337594527,-499.8631878431142
-611.4832105084632,-591.9276332817512,-596.138275175938,-572.4682884831511,-567.0351636696248,-556.2109789139881,-550.3470482433547,-534.6719623048921
-593.0888582159864,-545.1386462580639,-559.9714106742424,-541.4598836183994,-536.8750316381896,-510.8467370687823,-519.1970011044847,-488.1539690299512
-593.2667151944748,-561.7258734678292,-575.0739521788179,-552.2962058286241,-548.9969789718172,-522.6041504036782,-529.0050410567296,-503.145661390299
-588.2333975417739,-559.3723693896321,-566.969396811127,-546.239663628746,-542.9477299969406,-517.5445907529474,-528.6858290846887,-498.13853319456007
-601.3926050111178,-571.8481124524964,-584.2108565571094,-557.7227936383871,-547.3369791925572,-527.5546104876279,-541.911289155555,-501.84041861041175
-600.986874552412,-577.3742243146324,-582.4742726891346,-569.5447798151247,-551.3177991553233,-526.1183203982671,-544.8903991902424,-503.57065562167793
-593.8446693360117,-556.3915564914682,-573.851436489126,-549.3799125701416,-547.1549364241004,-523.4701716631937,-531.1115485450281,-504.14048478179416
-599.0643754063351,-573.2527162653803,-579.7806345126281,-561.693333376898,-548.2697384336228,-529.5172178502712,-545.2778787354238,-515.2233969480424
-615.629399677824,-585.5884867245613,-594.1639417726893,-579.3606064179194,-565.5056035301424,-550.842346960488,-562.1031455388934,-539.6369179337117
-599.5020189237889,-571.1933681026086,-578.8767501648477,-563.7446126577223,-554.4283978528348,-527.1084313056575,-546.8622194935474,-520.2243328011464
-596.7096308797915,-580.4943302769722,-584.4994584401911,-569.1488800049547,-556.6151195855736,-533.9819565996401,-533.1267686065253,-521.1741674975531
-589.0950151965101,-550.6211692545102,-564.7649723187435,-537.3771474177706,-533.0416511545454,-509.35222100813746,-519.4462074477192,-487.89144041302734
-590.590425810404,-558.5474376447346,-563.5533208481216,-541.6624954249442,-540.2536161484561,-513.2558796655519,-511.4065914589891,-488.63834367852724
-589.9341681045867,-561.7984719717036,-568.1129855008228,-542.3364608021685,-534.0605620060047,-515.1438061976694,-517.8666787444413,-501.00338285201406
-597.3834932999829,-571.1273291987937,-583.1222164889895,-557.792896783708,-557.5691470177495,-527.3021927849161,-531.1152666318095,-503.30874256864087
-591.7836778467445,-549.0855196744074,-573.539357859466,-540.3281194957952,-537.8813681728559,-509.587078851472,-511.564976513693,-490.048394132556
-584.5590708925114,-548.930200147892,-560.1951590057602,-528.2676470097437,-528.6089945430151,-498.9612071712164,-512.1010000948268,-480.51457460636215
-602.7732948354407,-581.7505968309181,-587.6365276900198,-562.308887415726,-556.1708302304525,-538.3648949883403,-545.1738527743792,-522.1264157085999
-600.2857567625435,-580.501802365355,-587.8687804211411,-577.5091966613952,-559.1565108535174,-540.2592656613099,-549.8601791949707,-519.8402745294119
-590.7996007178822,-553.4885688660731,-567.5934597963826,-531.8304720868792,-536.611938223805,-504.7296458014773,-519.7065893467413,-492.0166657375273
-590.5049405623956,-557.981286589274,-568.9661500342974,-540.6862647408764,-542.2881700249828,-518.1628363875386,-526.586640888806,-495.45680109555246
-588.6763745621622,-552.1290405485443,-565.5583599999453,-541.4163926220386,-535.1813647170611,-506.35500734993286,-519.9851000138239,-485.7842213695923
-591.9254795626493,-557.365772195866,-569.274935111435,-545.1065782816593,-539.4832505743483,-513.0880924035835,-522.0638183950373,-487.25141445816024
-591.4783939180849,-561.1235816473422,-570.9163959941495,-541.7922196090807,-541.7627878495093,-512.6049368081354,-524.67327780205,-488.3166197004804
-591.4716202780634,-560.3888286136101,-569.4728683286972,-551.2374010769654,-546.3460525729387,-526.560825189534,-527.9116477483019,-498.7941086239722
-586.126094238671,-554.1575402034805,-571.7871554089891,-537.4652592691571,-539.7121015606821,-506.89467351369797,-521.2342502480867,-483.42994185655243
-601.7773092021456,-561.954299079381,-576.1055874142321,-552.6082105742356,-549.9896859967354,-524.8132732847557,-530.2555637338438,-506.43563549840894
-591.8813296867465,-566.2999452776205,-573.96503638952,-542.2957558788055,-543.7053727389894,-520.3177306592889,-527.5090445943881,-502.68120096724584
-588.892421820346,-549.905684035846,-568.5147300495881,-537.2146847182576,-535.539146097296,-514.5225292175883,-515.1804317350532,-483.45182965779566
-602.4350557035873,-576.7609307997185,-588.8590965114354,-566.6952150092847,-554.3995683652756,-546.9661386561306,-548.2046986606126,-522.5955252421695
-589.3471756091169,-551.4272126942138,-561.0392646644877,-539.5790876569961,-536.8842118327073,-510.97763463373064,-520.8544553055817,-483.40809344870604
-588.0955989967587,-548.2107924920972,-567.2628219238771,-535.2414170585525,-536.5480851757718,-502.20639041940916,-518.2527294378785,-482.6657824481704
-596.6193105883041,-564.3465292055348,-579.6069805585196,-548.9044435038336,-547.0007814684777,-520.387093445035,-530.7880927991858,-494.6474647978633
-590.8610666575289,-555.1379627155641,-569.7284946765984,-540.1831966415577,-538.0516115366256,-511.9853372716103,-511.069470464752,-491.6711719328027
-589.7122433517279,-557.3025679373236,-579.8724602650686,-547.984560866977,-545.1200766306529,-529.7500974780355,-537.7875057410503,-496.3370703995915
-589.8074075591203,-554.1402253398943,-562.2605704796485,-537.1060058441316,-532.9779838501564,-512.2440803276556,-521.5388277609984,-485.4081636098872
-595.3197351638299,-573.5239360058363,-584.4000543627399,-556.3971869338604,-553.9635549202046,-536.957625113309,-540.4292229175551,-510.33398447459376
-588.9962504476971,-559.4932210007518,-576.8453523340918,-551.9424498822104,-545.7039739257419,-517.3360144801726,-533.5939230028522,-496.9067401281073
-590.9961186267706,-561.1107153438543,-566.9855682898917,-539.6431753997081,-541.4799522810351,-515.2534850856249,-515.1371741182734,-481.0692676148583
-611.2186126810883,-588.8441401663441,-594.8302991735302,-576.9969258859576,-562.6370000888379,-541.120960436937,-559.2316471476975,-535.460076083895
-595.6977063745237,-569.0155636389823,-581.4126134048986,-549.5301198947637,-554.3499346876418,-528.9388045922477,-536.8821062635811,-513.243651205977
-588.8434343027993,-546.9517001055298,-564.1571071414936,-532.9087687321817,-531.6848819400047,-504.36493129017833,-517.3189032647481,-492.0176542174537
-599.9928969083837,-578.474236643802,-582.5666580002865,-561.478604250785,-555.7734641377866,-521.7144460292506,-526.6156492533856,-513.0502570362777
-595.5530970347077,-565.2682596483091,-577.5035100145053,-548.8833850680688,-550.2007701165601,-526.3267215902763,-534.6041336120895,-503.5598180645368
-602.5032840536277,-574.7475174930222,-586.9276058183814,-557.5334771445587,-549.6520712492629,-539.1503200206014,-542.6946717524004,-516.7820450554218
-597.2654076240171,-564.3275204323206,-577.2865958967243,-538.9981158520986,-543.6434749433494,-521.433668928888,-524.5711854307064,-499.7656364096069
-600.4386902161991,-567.1093786414651,-579.2488932276337,-554.6610089964347,-551.0507946023748,-540.090928931098,-540.6065223660684,-520.1557632826542
-581.0944473920166,-546.9776511849544,-559.0872542375631,-528.6395466613376,-527.1126657135537,-502.001733801637,-512.3610642340147,-477.9441724829328
-603.9789231837001,-561.745444674545,-585.4424019075606,-553.1381413737951,-551.78808747177,-531.5232279624381,-543.3125972077272,-511.8055330279197
-594.1345195897352,-562.4306718404614,-582.3619773704954,-556.4948834003682,-547.644111190375,-524.6681382025192,-531.8941923806569,-504.3876730058712
-611.7323752359679,-590.9448658999312,-591.2405661728363,-577.094228001869,-567.1902374927907,-541.8252017028826,-556.2756062787246,-532.9821441968909
-593.5666818311233,-561.1105176039974,-562.2104431956841,-547.9850584295737,-541.6420049925923,-514.147164817615,-525.5216123768464,-480.92319847740174
-602.8562120066813,-577.1494916487782,-595.9052830589866,-573.5117135031711,-567.2547607336891,-537.7219542055044,-550.999479894565,-530.7121584918768
-590.1541045281954,-551.0119763513991,-570.3239608507529,-538.65967818885,-539.8687241803239,-509.1544436594726,-525.641232565761,-482.45232638386807
-600.0254076409567,-580.3300268946285,-585.6496416948602,-565.0814242899372,-556.4365774764594,-537.4724294793222,-534.0755943848022,-519.0873148202692
-593.0840805646114,-562.1930973589491,-563.084179323206,-543.5246845081481,-541.0175188368846,-514.8949276651589,-525.1604443985708,-504.7074746261087
-600.0070352207312,-569.1370687274194,-584.9221240626154,-551.6895132638953,-550.5110225204827,-513.4684492528736,-533.9378079219101,-507.2900294417857
-596.5216873942899,-568.7059952307242,-575.7758901708926,-550.1335749143682,-555.9508658920371,-529.8466424386667,-535.3810280853604,-508.687047783332
-587.2832855620438,-551.5220578575485,-566.906796133716,-538.622864696801,-529.7253601763473,-509.22420465066483,-516.9951870207083,-483.7286112105261
-595.8545629534876,-567.2902101258334,-581.873586665783,-560.8376870443064,-543.6151590381462,-519.5978752490909,-538.2957833657554,-513.671332741686
-607.6681380981146,-570.8001410583947,-584.9470901030815,-571.9798814465045,-565.6931129712733,-540.9139030838064,-550.2836582486186,-514.2267609954351
-602.3455714304848,-571.4185346922319,-581.8350235540421,-553.6143965300823,-559.7709491563241,-531.0356857691482,-541.8545523824665,-517.2950586694631
-599.4421654913783,-570.9767988210377,-579.5273725292859,-555.3764419463452,-546.4203089541413,-523.928148268473,-541.0055659624973,-507.83702262823107
-603.2639140470708,-575.9645735406731,-588.1003142169566,-566.0759028320364,-557.3317665928431,-536.3542232957694,-547.4527950206619,-517.1785069350644
-591.9810936238569,-572.4869757555117,-577.5680326243913,-565.5806333194486,-556.3041006907104,-539.9252910264971,-549.3070449140338,-522.8900939002203
-600.6967651009127,-577.1904297523307,-579.8712384818086,-545.3174382376108,-551.518570871979,-528.7433375145059,-540.5780832985441,-501.3507037654895
-609.0506231374129,-577.3853446303717,-582.2428761571205,-574.4470407311597,-561.2022950962676,-546.9019516734862,-547.6392872811118,-520.9603964816556
-595.0598559192879,-562.949505927668,-576.0415715488912,-543.4417488333295,-540.7518136640988,-515.9940167039993,-532.6503988058894,-491.628230993771
-593.1259320403342,-572.9409689028516,-582.0499518274086,-555.7076634879588,-544.1236882413467,-517.9630090673936,-536.5600953639856,-504.81433108418844
-595.7873379172595,-566.7575857959396,-586.3123013074928,-556.169251638044,-546.7059620703442,-533.1212813359132,-539.178925537576,-514.1834797703378
-607.006370625756,-575.8786022422125,-585.8286592324414,-567.8078789048059,-558.1994628805891,-548.311935411703,-555.5852308675193,-528.539281717513
-611.1215718181527,-580.7832175565667,-593.0021443167213,-570.928483322288,-556.4242710828489,-550.8362670385972,-561.0455096162332,-531.6276667861022
-587.0426538421591,-551.376207622875,-565.4657965154556,-535.0717419101898,-529.8417604259221,-503.79401378658525,-520.5731902608694,-479.88459025303615
-584.7832123686702,-551.1560994704848,-559.603982063928,-525.4616372043539,-533.2139962220516,-501.50592109261214,-512.4156365141095,-479.4748931458971
-581.4649638493055,-543.6977942135402,-557.0445998240602,-526.6607901590803,-528.1050466760728,-497.26434769592265,-510.2793502391465,-475.16956630952984
-589.3379390581307,-543.526119992454,-558.9856173256452,-529.1306720459642,-534.4863294354735,-503.8630325340395,-515.5616363671737,-482.34378267224946
-606.69191905685,-580.1026715997126,-588.0433750252361,-568.667936827852,-564.6584243946115,-545.9117023456589,-538.1830967974454,-526.8701767662152
-589.5376042328631,-553.3929257558417,-563.0404425811981,-535.8413645171469,-537.2596521522214,-509.58184976085937,-515.8101162796397,-482.7134408570647
-602.414572885414,-573.7460353572286,-581.4307042502919,-559.9208003394497,-561.7461070282313,-535.5450081380626,-538.598902669244,-520.5615951946571
-596.4297471916258,-571.3621766899589,-590.1408823919168,-558.1160880873065,-547.1588763748163,-530.7467196852018,-539.7350932634579,-511.7784218174103
-602.7679879348593,-576.9996195466529,-573.9692252046219,-554.9112504697895,-546.288701017228,-542.6480389652619,-546.0822536548727,-501.1232378231507
-592.7680939993531,-554.1083527430017,-568.9579807672767,-548.0319904488293,-540.7275677940739,-520.496348725173,-525.0681386282345,-490.1055951795397
-610.0032893424444,-580.5675685237011,-594.2667178801992,-566.7971405358816,-558.5617961764631,-548.7374843839023,-538.8216641631217,-532.6076949011324
-596.3345388076511,-568.0125003241507,-580.5884065684979,-546.306165636821,-551.09597853491,-523.6625792871928,-531.2790282261926,-506.6718700061778
-595.8045666335843,-558.0695794876399,-570.2328755421645,-544.743931704146,-538.8763390130298,-516.2046553319722,-526.3017527098106,-488.0665499947493
-601.0468038336905,-575.3498059908804,-587.870670765856,-570.7115153945573,-554.5338269031547,-547.0052381786339,-536.3307131271702,-517.3900343415451
-601.2195994047777,-570.8909354114895,-579.2721015891843,-560.6783177613345,-550.7731582015939,-532.6232588842053,-533.4619083373834,-520.1551728407715
-594.4310964127945,-562.2936096685049,-576.203244513926,-543.8598245905698,-549.9180760224014,-524.0202658521223,-529.678754031749,-505.14012234998944
-594.5771285946423,-562.7958950925621,-578.4014906446273,-552.8533346426827,-546.3490207045095,-526.2292272937186,-537.795156920178,-506.4490939136033
-600.4589027797216,-561.2777659261776,-583.04232156565,-546.2700415652183,-545.1283560653012,-510.6295574154994,-533.9225638053542,-500.9484621261152
-607.1261986800301,-577.0368420018241,-595.1984971668123,-566.0048528976442,-561.1656285859224,-538.6017806434592,-551.7932558805383,-522.4204969154389
-592.3635482168104,-570.450995534821,-584.1814309649602,-545.3908016110938,-544.7670078984871,-526.908753999021,-534.9956807264481,-506.5204734505995
-594.1462179518371,-564.034922613563,-572.0926854885271,-548.2899965349841,-540.7523039123306,-526.2328186712731,-537.494376469241,-489.41500910892
-604.627790312454,-574.403358684631,-580.9401325176887,-555.3506964976133,-550.4392238322077,-530.6679728718879,-536.0345085017558,-507.55221173767666
-603.7785477791567,-573.9389751606593,-575.3245031217036,-556.2121222447183,-551.2141731771073,-537.3008365131273,-547.5513280771779,-515.8294733201046
-600.8529406610852,-578.5699113612626,-580.5636339206492,-564.7539379175782,-547.2120893409411,-534.673252983323,-537.6296946323558,-516.3724464852985
-586.7794451157043,-550.6445970451698,-559.8745577940759,-538.6872060200615,-533.386743893321,-510.1364351938638,-519.995788715565,-484.0648336335921
-586.5452398502039,-553.0253313843492,-564.7394696375769,-536.1745202646204,-539.6794195605047,-507.94863803169187,-522.7147913078525,-485.3927823287982
-582.239972836963,-549.2944227088768,-560.5736872349016,-530.3909849390699,-530.5781176240663,-507.23303262745435,-513.6297953004154,-480.4158761460065
-593.7178495558417,-557.9341915101484,-569.7190314288898,-538.9717390065425,-535.7626397331271,-509.5519563922061,-526.9742542595426,-485.14671501734244
-588.5003044036243,-559.8717544376226,-569.9445504028944,-543.0090392906791,-538.433855855764,-515.6442554078506,-523.9245511516278,-498.6178225064907
-599.3306999571714,-576.3457805683498,-579.2074548256246,-557.8932592267239,-550.3051490230752,-529.8349053493267,-539.4815456401402,-506.91019101613466
-598.4291121501744,-568.2959545583548,-581.5426056856413,-563.2317362632906,-553.4835635467291,-533.5874258267681,-538.312003886874,-508.2082549133519
-600.0207261189765,-566.2166207090214,-583.5559665320671,-550.6694099899079,-557.5168057844995,-530.0160830675252,-540.8654997947666,-512.472920217927
-595.2662594619223,-565.2644360085014,-577.6940253964832,-550.2492265685063,-547.4127414805178,-510.8205695445823,-532.1314890775448,-503.99711711937346
-592.2269996998078,-563.9704780073163,-580.0331812228594,-549.6832725830513,-543.2767577316287,-522.5954518609392,-536.393631696749,-498.71041522134254
-611.7147576675567,-583.4974969403478,-592.3111039679001,-564.2671855967287,-562.9530339441061,-534.6553127948854,-545.9534474837079,-525.3868145107481
-598.5730238711913,-577.8440190561181,-581.7723268707081,-568.497308347335,-558.2773128148452,-538.5882170621957,-552.5247287496446,-519.7407397848558
-589.3085526209924,-553.8477555968058,-566.5683555693404,-539.4621385810887,-537.5346895704228,-505.41713532372796,-522.0605212407622,-490.7450691943528
-608.5170020970997,-579.5948089462099,-589.1839472153109,-550.6321772484799,-558.9418373993906,-546.2993175213018,-547.3253992239449,-523.0244858767446
-595.7272382401178,-566.7976538397259,-569.8596140042156,-556.2944908292873,-546.1488909214247,-528.7481043321309,-538.3482764773638,-503.02852165646095
-597.2607718195725,-565.0166132955145,-577.2007578270969,-551.5058505801236,-547.8050782886193,-514.7537959018736,-537.3061320997215,-509.72779470310337
-608.7019419549285,-575.7827617904277,-595.7778115585055,-572.9926095179718,-563.5491295203552,-546.7694906623816,-557.6647554127245,-535.6491801102852
-594.7790353470051,-567.3617259098522,-578.8039043887854,-546.0814448508312,-550.0168533043728,-522.5689639827709,-529.5556324831841,-503.6705902980209
-594.8985630223866,-568.0112779238735,-575.8841305917425,-556.6790213337873,-544.3041129979492,-529.2594324436051,-535.740089019424,-500.61066519275255
-597.6719466761331,-572.3319570557991,-583.8156255271451,-558.8764441577284,-549.7216891068172,-538.8337465213434,-546.5815248075069,-510.2592527635557
-595.9980864048036,-557.4029372703574,-570.1866764980705,-548.5988582477532,-540.7429433616753,-514.7974864603785,-526.3557793201577,-501.2638517291988
-586.0531222770791,-544.3718119935393,-563.480546508034,-533.8743735897094,-536.2412500205915,-502.60685043083544,-522.0475226949438,-489.1148566269761
-583.4696096667778,-552.4537367476165,-561.4551953637373,-537.638881503457,-529.3888778572518,-508.04825079600477,-511.2470882619343,-483.5221637963373
-593.4581044838502,-558.1324949891889,-570.4154746074248,-544.8505827662599,-537.0067621096813,-522.4301568665499,-530.3395721686319,-496.28695218375344
-599.9457274002914,-568.4687342917988,-579.4102805872474,-557.129998496816,-547.7735829604239,-536.4873222839904,-542.5595738304349,-505.5923235909207
-600.1894047267496,-570.057018961245,-581.7591178225341,-556.9951736305125,-544.6642892387151,-531.9951171842645,-534.9045550912521,-510.3731791497258
-606.7402888724864,-580.5927123497188,-582.2945843093152,-564.5022065101978,-556.5569044611497,-536.6850014821689,-544.705218438742,-517.4613591496363
-600.8941279207224,-573.4000381240508,-580.5006253034107,-564.1831980468103,-553.2607849957075,-534.024385020078,-543.6943298312844,-516.7734672606919
-593.1990796138928,-563.2031240597202,-580.7672031378271,-547.5005539064092,-550.6474222286071,-527.8370189862374,-533.7677106033669,-506.6789830135284
-596.3033665903083,-574.7356365234789,-578.3060530602115,-551.4292303274071,-546.1720943296626,-531.8387308649379,-526.3612429167463,-515.0302336274469
-613.9164007007805,-592.2763661907409,-589.362178274763,-575.4841441830157,-567.3003815570135,-542.585399107328,-556.9490939499883,-536.8897404964929
-613.4392744974932,-588.5799939638891,-592.5237826609402,-566.1407458436987,-555.0164938078318,-547.6105943710368,-556.0956841920935,-532.1472597974583
-584.3523231786309,-541.9186803827934,-556.8766198261212,-526.0326217059021,-531.8288416449258,-502.75243650935556,-512.8478705955172,-475.90470026084347
-602.2678236674949,-565.0951994172951,-583.3101868049116,-563.7820194496329,-553.3949561544985,-522.6199194094279,-538.2249891420408,-509.28925689351667
-604.2138850330737,-570.6546892043807,-580.9588363537155,-563.3941575644627,-549.7830243664964,-545.5756986671479,-543.5522445452441,-533.9084092248117
-598.1080852895183,-562.1119293076486,-579.2155001859578,-558.7832847750865,-547.7656798758866,-527.9943816279138,-534.6886772490415,-505.62848407555225
-594.9579783333379,-562.6365544677565,-570.8588349373732,-546.4860494134131,-542.6004662743097,-521.3579029346123,-525.0692929708505,-488.60229752114185
-593.9450942952546,-568.7494907865895,-576.3201720468961,-558.6881927947953,-548.2406904340328,-527.7535488733602,-529.0620880679653,-501.9691880309915
-592.1941093427915,-557.6761451392492,-574.4760974360274,-543.4041613194833,-545.1099091690897,-525.9549061914795,-524.2002797581501,-496.7199294221208
-594.1406131459714,-563.5514753288869,-572.1307079270609,-551.5331110397259,-542.3490214376486,-511.9175585034448,-524.1007885720574,-495.683508210419
-591.5938663444051,-554.2809780965442,-577.7129359336697,-541.6351010393959,-542.8886150421314,-524.5612580003426,-531.3676658807636,-499.6357456984774
-589.9426327772453,-550.9614216721606,-565.2368070781531,-537.9098215728128,-536.1036424344741,-515.5172311340866,-519.8596716587971,-488.4127170480965
-593.2238619142024,-566.5869035485696,-580.8682333629529,-555.6489461865299,-542.3695986560855,-513.3178314409315,-539.6497728063765,-509.4664622820633
-598.0553007435486,-560.0569945469515,-570.3646898833827,-550.5646063471964,-542.5189664276963,-520.3070973732674,-527.2464002971174,-496.8195641962685
-584.4687696643349,-544.5753953844193,-563.36427229126,-532.2046890929514,-533.0058221708281,-502.8522541209382,-507.9694319702394,-473.9338459966666
-603.017931354765,-565.5537856692034,-576.1646772680783,-555.6712380989408,-552.0271418756522,-530.6488129249767,-542.243593426696,-510.6469744020384
-598.4337489260506,-557.7887195697532,-575.1601340895947,-549.1660209058191,-546.1361673474003,-512.5828751418901,-534.520121677488,-492.4131933936852
-604.1443039601302,-569.3256055074867,-589.602370879654,-564.316457153364,-556.4091367873948,-537.4316825830153,-543.2116806502739,-521.092424272274
-587.1576099132387,-543.8630058833493,-561.8859099247511,-535.1734102491364,-531.8222047355257,-500.45176982332214,-511.32907091298705,-479.14242389848096
-597.7846969644562,-562.5943750292253,-574.1825840029676,-546.6395768236607,-542.1093197291717,-524.6111572163477,-533.4192302542648,-498.33768787239694
-595.1181206967309,-559.6468702602602,-578.7661148490012,-555.5432559014538,-550.1437480611766,-530.0983022239213,-538.8423230666315,-506.46478918895707
-590.8450479080137,-553.1463346929329,-570.5531732882877,-541.911420479162,-536.9716361754723,-503.38153133880655,-516.6417969490413,-486.62582905540967
-583.674063749379,-547.1349010781272,-563.1050794269199,-532.8910996108316,-537.8475128366431,-511.88885177490465,-516.1065535920932,-483.0395990552653
-599.3722359474582,-575.968871410288,-576.186392490094,-554.1633513487358,-552.5393507561513,-529.4391178388868,-537.8971253381582,-512.6774392443147
-594.0839211963305,-567.652240498857,-579.8943112579076,-555.5264065485285,-545.0867883870993,-537.911097223544,-532.4249610291265,-516.6504848192502
-592.7742693121204,-574.8508462922834,-573.2497612678745,-549.3602693265007,-542.5986858749128,-523.8653285603782,-544.8784726644698,-511.4975245628688
-599.828539248256,-565.4125502871732,-576.7908987102674,-555.8512736112765,-550.1869306191935,-525.4041178042238,-534.2272922098628,-502.3046307766644
-582.4601038043943,-542.0926872577521,-557.599119423389,-526.6971491037043,-528.3280589022354,-497.37292964104313,-509.89062010967695,-473.65521380127245
-606.7588847178179,-575.1531428781773,-600.6997795187515,-558.5629277296084,-555.6085021568778,-537.2440729761711,-544.5162816969297,-526.7149366997329
-601.6216448884778,-572.7182490000724,-582.2285604744892,-557.510625028988,-544.1394240343327,-529.4798601053337,-531.5858882259739,-505.04019819102575
-590.922748108653,-558.2820778765941,-568.6417193040295,-550.9166601928719,-551.3468442437202,-526.7730531032156,-534.3052420146263,-502.36210053950214
-587.6538090992543,-552.5897477108201,-574.3759339923836,-539.179462761286,-543.0904247726637,-509.89293607103093,-522.3117156913215,-493.69690341287526
-599.8839583954391,-582.153586249203,-588.8974662750965,-569.3887529858943,-560.5751469820401,-538.0873709149787,-549.4434009319402,-525.4966071577154
-587.3032183586408,-549.882809012501,-562.5932199264256,-534.6526442334035,-532.8697098216292,-509.21331688138,-517.3871820286959,-482.00394326690264
-585.9951729084995,-541.2334599005615,-561.908056744702,-535.3888815896235,-529.9885922914841,-504.42558533514006,-510.76778794714653,-482.5597914013676
-593.3374654024542,-556.2835162258921,-574.9644712440163,-546.1471380916241,-546.210556326838,-506.2384494137858,-532.1445054439675,-500.35783602180766
-597.1112602401261,-571.1228134858914,-587.1285357949318,-561.5906374206355,-555.2185436214368,-536.9729997463589,-542.1571045855791,-513.6440619081072
-593.1799042047073,-558.5641743167188,-572.0380664321618,-545.9228233418512,-542.9716246026761,-509.4113904381899,-526.47099876823,-499.4837779625974
-589.6525997320095,-558.3787021986162,-566.756830922318,-541.4693244047439,-539.1803014277002,-514.9106080552671,-525.9233456729232,-494.20425508984005
-599.8424948864871,-569.1708030132565,-574.4053762885733,-559.4938924144707,-553.7621708294663,-524.5919532797626,-536.9083391695391,-503.4064817923916
-596.2098490926303,-565.4723534396949,-578.2245148224504,-557.207785194616,-548.6622577621314,-521.5080954818955,-529.0095992337089,-503.46567480099736
-605.5712025978864,-569.3751848116078,-575.9573936110809,-561.3598419140488,-552.3986355325809,-538.9262893229848,-539.9197245165606,-504.89838729145094
-585.9035879168407,-554.3548645066594,-564.4443421489294,-540.4716324970561,-536.5000902339314,-513.8381919719136,-522.8373826471718,-486.3851341015189
-607.3589304994099,-589.9202182060758,-590.6791624953925,-570.0360328230985,-554.3895897261153,-555.786569678765,-553.2439165722717,-531.7240938809655
-599.3817223093276,-572.958992320635,-585.7202998552448,-557.5259317866709,-548.9076232904756,-532.754063430597,-547.6692233853395,-507.6130535223751
-590.2993710590608,-548.9898150353283,-572.7262334360903,-536.1597929673045,-536.5246366520284,-507.4587166914861,-526.0578911392943,-487.88147490492054
-590.7565423976602,-561.8303469288414,-575.9697274724871,-551.9111320032395,-552.9091716030724,-531.1827930474699,-532.7568680759534,-503.47121756916937
-593.2835030951618,-564.006535127049,-568.8502941084067,-549.1644896440628,-543.9742898989936,-520.8584763359706,-529.5064717145414,-498.7568178434275
-588.0491584799314,-550.1692036608695,-567.7633875705376,-537.4143042726728,-536.8645105637215,-504.1689362727524,-516.3435680382645,-487.5474226380505
-595.3860291818511,-564.3869235921138,-578.9997222967871,-550.101983325792,-550.9663063755471,-525.5197208170385,-535.9361554508345,-515.0533763303346
-597.4594829660384,-565.731403711033,-581.1607925756252,-556.4611893420348,-548.2256140115978,-534.0875824115378,-538.3838973816289,-506.1210656947194
-613.305154392916,-592.4611431739506,-601.8769416275024,-568.9847477770878,-570.5023416071002,-557.3899660477031,-551.7634147434721,-521.8044464385363
-589.4884023511041,-557.3920563822197,-566.5598520973475,-540.1641866077218,-538.3063894844387,-511.7169617654031,-526.6017247462628,-490.6248438389592
-607.8109374779914,-581.0284773128631,-577.6392682312728,-563.5593328728811,-565.0996170833434,-540.431540947977,-550.2519777091807,-513.9842633347797
-590.9876934471633,-566.6506302935184,-574.745301148475,-551.2423496137362,-551.385651607275,-527.947845461059,-533.8294501211102,-504.33426851561575
-593.1346669575839,-558.0270434514096,-571.513458753364,-539.4700730735871,-540.1167462431247,-508.4228671186369,-524.4176860410582,-494.8067638390385
-607.5903540235644,-582.8416441270286,-585.2618210685786,-575.4166142237863,-557.6973913131736,-544.4896145865777,-557.6622534148727,-537.7704742602083
-592.3636198148287,-576.636907069895,-576.2038628759204,-556.712673550895,-561.2374232442407,-535.8825099069819,-552.2809893612406,-518.7631632035097
-590.9314971783531,-552.055879338566,-568.6950456243845,-539.0923638470256,-541.6953295832047,-517.9726099941897,-525.5722691732416,-493.76477057908
