j,var1,var2,y1,y2,f
1,1,2,1.9797979797979801,-3.8383838383838382,3.608521323785381e-5
1,1,2,2.0606060606060606,-3.8383838383838382,3.474377741173499e-5
1,1,2,2.141414141414141,-3.8383838383838382,3.348638913125452e-5
1,1,2,2.2222222222222223,-3.8383838383838382,3.2307828804449686e-5
1,1,2,2.3030303030303028,-3.8383838383838382,3.120298535605877e-5
1,1,2,2.383838383838384,-3.8383838383838382,3.0166377281967043e-5
1,1,2,2.4646464646464645,-3.8383838383838382,2.919181695763617e-5
1,1,2,2.545454545454546,-3.8383838383838382,2.8272296287977107e-5
1,1,2,2.6262626262626263,-3.8383838383838382,2.7400103576473013e-5
1,1,2,2.7070707070707067,-3.8383838383838382,2.6567123094356758e-5
1,1,2,2.787878787878788,-3.8383838383838382,2.5765235083232386e-5
1,1,2,2.8686868686868685,-3.8383838383838382,2.4986728777062994e-5
1,1,2,2.94949494949495,-3.8383838383838382,2.42246585126381e-5
1,1,2,3.0303030303030303,-3.8383838383838382,2.347310177809734e-5
1,1,2,3.1111111111111107,-3.8383838383838382,2.2727306840389385e-5
1,1,2,3.191919191919192,-3.8383838383838382,2.198373896395327e-5
1,1,2,3.2727272727272725,-3.8383838383838382,2.1240045735917786e-5
1,1,2,3.353535353535354,-3.8383838383838382,2.049496505767148e-5
1,1,2,3.4343434343434343,-3.8383838383838382,1.9748197119020886e-5
1,1,2,3.5151515151515156,-3.8383838383838382,1.900025723332485e-5
1,1,2,3.595959595959596,-3.8383838383838382,1.8252321849585788e-5
1,1,2,3.6767676767676765,-3.8383838383838382,1.750607632039417e-5
1,1,2,3.757575757575758,-3.8383838383838382,1.6763570282738284e-5
1,1,2,3.8383838383838382,-3.8383838383838382,1.602708464512469e-5
1,1,2,3.9191919191919196,-3.8383838383838382,1.5299012926023913e-5
1,1,2,4.0,-3.8383838383838382,1.458175882397888e-5
1,1,2,-4.0,-3.757575757575758,1.737593890579418e-5
1,1,2,-3.9191919191919196,-3.757575757575758,1.8639591581075653e-5
1,1,2,-3.8383838383838382,-3.757575757575758,2.0020049250547916e-5
1,1,2,-3.757575757575758,-3.757575757575758,2.1538339175423024e-5
1,1,2,-3.6767676767676765,-3.757575757575758,2.321916071005386e-5
1,1,2,-3.595959595959596,-3.757575757575758,2.5090635336492318e-5
1,1,2,-3.5151515151515156,-3.757575757575758,2.7183908902147573e-5
1,1,2,-3.4343434343434343,-3.757575757575758,2.953271521774193e-5
1,1,2,-3.353535353535354,-3.757575757575758,3.217301486592207e-5
1,1,2,-3.2727272727272725,-3.757575757575758,3.514276739493209e-5
1,1,2,-3.191919191919192,-3.757575757575758,3.848177450145964e-5
1,1,2,-3.1111111111111107,-3.757575757575758,4.223136836429277e-5
1,1,2,-3.0303030303030303,-3.757575757575758,4.643356245231116e-5
1,1,2,-2.94949494949495,-3.757575757575758,5.112919822960764e-5
1,1,2,-2.8686868686868685,-3.757575757575758,5.635467299442222e-5
1,1,2,-2.787878787878788,-3.757575757575758,6.213705672169966e-5
1,1,2,-2.7070707070707067,-3.757575757575758,6.848778691764453e-5
